data,tipo,categoria,centro_custo,forma_pagamento,valor,saldo_acumulado
2022-04-16,Saída,Fornecedores,Administrativo,Pix,-2250.35,-1802664.32
2022-04-16,Entrada,Vendas,Operacional,Cartão,4285.92,-1798378.41
2022-04-16,Entrada,Fornecedores,Administrativo,Transferência,1330.29,-1797048.12
2022-04-16,Entrada,Fornecedores,Comercial,Cartão,1647.05,-1795401.07
2022-04-17,Saída,Marketing,Administrativo,Boleto,-1498.59,-1796899.66
2022-04-17,Saída,Fornecedores,Administrativo,Cartão,-1898.08,-1798797.74
2022-04-18,Saída,Salários,Operacional,Cartão,-3137.35,-1801935.09
2022-04-18,Saída,Marketing,RH,Boleto,-2574.36,-1804509.45
2022-04-18,Saída,Fornecedores,Comercial,Boleto,-2241.54,-1806750.99
2022-04-18,Saída,Vendas,RH,Cartão,-1290.19,-1808041.18
2022-04-18,Entrada,Marketing,Operacional,Transferência,1310.17,-1806731.01
2022-04-19,Entrada,Vendas,RH,Boleto,3784.23,-1802946.78
2022-04-19,Saída,Marketing,RH,Transferência,-1834.92,-1804781.7
2022-04-19,Entrada,Vendas,Administrativo,Boleto,5410.96,-1799370.74
2022-04-19,Entrada,Salários,Administrativo,Pix,1541.33,-1797829.41
2022-04-20,Entrada,Fornecedores,Administrativo,Pix,1486.77,-1796342.63
2022-04-20,Entrada,Impostos,Administrativo,Boleto,1319.45,-1795023.18
2022-04-21,Saída,Impostos,RH,Cartão,-1477.3,-1796500.48
2022-04-21,Saída,Salários,Administrativo,Boleto,-2801.35,-1799301.84
2022-04-21,Saída,Impostos,Administrativo,Boleto,-1851.65,-1801153.49
2022-04-21,Saída,Marketing,RH,Transferência,-499.61,-1801653.1
2022-04-22,Saída,Fornecedores,RH,Cartão,-2090.69,-1803743.79
2022-04-22,Saída,Marketing,Comercial,Transferência,-1311.57,-1805055.37
2022-04-22,Saída,Fornecedores,RH,Pix,-3219.65,-1808275.02
2022-04-23,Entrada,Vendas,RH,Pix,4642.04,-1803632.98
2022-04-23,Entrada,Vendas,RH,Boleto,2990.96,-1800642.02
2022-04-23,Entrada,Marketing,Operacional,Pix,1024.37,-1799617.64
2022-04-23,Saída,Impostos,Comercial,Transferência,-1503.65,-1801121.3
2022-04-24,Saída,Fornecedores,Comercial,Transferência,-3909.38,-1805030.67
2022-04-24,Saída,Marketing,Comercial,Pix,-649.7,-1805680.38
2022-04-24,Entrada,Vendas,Comercial,Boleto,4420.95,-1801259.43
2022-04-24,Saída,Salários,Administrativo,Transferência,-3021.37,-1804280.8
2022-04-25,Saída,Salários,Administrativo,Cartão,-3553.06,-1807833.85
2022-04-25,Saída,Fornecedores,Administrativo,Pix,-1966.96,-1809800.81
2022-04-26,Saída,Salários,Operacional,Transferência,-3227.13,-1813027.95
2022-04-26,Saída,Salários,Administrativo,Cartão,-2719.76,-1815747.71
2022-04-26,Saída,Impostos,Administrativo,Boleto,-1970.49,-1817718.2
2022-04-27,Saída,Salários,RH,Boleto,-3346.78,-1821064.98
2022-04-27,Saída,Fornecedores,Administrativo,Transferência,-2456.08,-1823521.06
2022-04-27,Saída,Salários,Administrativo,Transferência,-3219.57,-1826740.63
2022-04-27,Saída,Impostos,Operacional,Cartão,-2231.35,-1828971.98
2022-04-28,Saída,Salários,RH,Cartão,-4447.18,-1833419.15
2022-04-28,Entrada,Marketing,RH,Transferência,1117.91,-1832301.24
2022-04-28,Saída,Impostos,RH,Boleto,-1563.26,-1833864.5
2022-04-29,Saída,Salários,RH,Boleto,-4151.53,-1838016.03
2022-04-29,Saída,Impostos,RH,Cartão,-1215.83,-1839231.86
2022-04-29,Saída,Marketing,Administrativo,Boleto,-967.65,-1840199.51
2022-04-30,Saída,Fornecedores,Operacional,Cartão,-1524.91,-1841724.42
2022-04-30,Saída,Impostos,Comercial,Pix,-1372.83,-1843097.25
2022-04-30,Saída,Salários,RH,Pix,-2812.26,-1845909.5
2022-05-01,Saída,Salários,Comercial,Transferência,-4295.79,-1850205.29
2022-05-01,Saída,Fornecedores,Operacional,Pix,-1677.16,-1851882.45
2022-05-01,Saída,Impostos,RH,Pix,-1638.47,-1853520.92
2022-05-02,Entrada,Vendas,RH,Transferência,4686.7,-1848834.23
2022-05-02,Saída,Marketing,Operacional,Pix,-1474.18,-1850308.41
2022-05-02,Entrada,Impostos,Comercial,Boleto,1332.96,-1848975.45
2022-05-02,Saída,Fornecedores,Administrativo,Cartão,-4402.54,-1853377.99
2022-05-02,Saída,Impostos,Comercial,Transferência,-1409.61,-1854787.6
2022-05-03,Entrada,Impostos,Operacional,Boleto,1484.53,-1853303.07
2022-05-03,Saída,Fornecedores,Comercial,Pix,-2496.43,-1855799.5
2022-05-04,Saída,Marketing,Administrativo,Cartão,-969.85,-1856769.35
2022-05-04,Entrada,Marketing,Comercial,Boleto,1021.81,-1855747.54
2022-05-04,Saída,Marketing,RH,Transferência,-552.92,-1856300.47
2022-05-05,Saída,Fornecedores,Comercial,Pix,-1839.43,-1858139.89
2022-05-05,Saída,Impostos,Administrativo,Pix,-849.34,-1858989.23
2022-05-05,Entrada,Fornecedores,Administrativo,Boleto,3154.58,-1855834.66
2022-05-05,Entrada,Vendas,Operacional,Cartão,3594.18,-1852240.48
2022-05-06,Saída,Marketing,RH,Transferência,-2965.75,-1855206.23
2022-05-06,Saída,Fornecedores,Comercial,Transferência,-3618.88,-1858825.12
2022-05-06,Saída,Impostos,Operacional,Transferência,-1302.23,-1860127.34
2022-05-06,Saída,Fornecedores,RH,Cartão,-3999.8,-1864127.15
2022-05-07,Saída,Salários,Comercial,Boleto,-2461.93,-1866589.08
2022-05-07,Saída,Salários,Comercial,Cartão,-2949.06,-1869538.14
2022-05-07,Saída,Salários,Administrativo,Pix,-3061.51,-1872599.66
2022-05-07,Saída,Fornecedores,RH,Pix,-2311.55,-1874911.21
2022-05-08,Saída,Marketing,Comercial,Cartão,-2315.76,-1877226.97
2022-05-08,Saída,Marketing,Comercial,Cartão,-2127.37,-1879354.35
2022-05-08,Entrada,Vendas,Comercial,Boleto,5892.69,-1873461.66
2022-05-09,Saída,Marketing,RH,Pix,-1015.47,-1874477.14
2022-05-09,Saída,Fornecedores,Administrativo,Transferência,-3035.89,-1877513.03
2022-05-09,Entrada,Impostos,Operacional,Cartão,1834.72,-1875678.31
2022-05-10,Entrada,Marketing,Comercial,Transferência,1155.15,-1874523.16
2022-05-10,Saída,Fornecedores,Administrativo,Boleto,-2596.79,-1877119.95
2022-05-10,Saída,Marketing,Comercial,Transferência,-1561.17,-1878681.12
2022-05-11,Entrada,Fornecedores,RH,Pix,2357.0,-1876324.12
2022-05-11,Entrada,Vendas,Operacional,Boleto,4262.84,-1872061.29
2022-05-11,Saída,Marketing,Operacional,Boleto,-654.88,-1872716.16
2022-05-11,Saída,Impostos,Administrativo,Transferência,-1787.85,-1874504.01
2022-05-12,Saída,Impostos,Administrativo,Boleto,-2006.29,-1876510.3
2022-05-12,Saída,Vendas,Operacional,Boleto,-1396.19,-1877906.49
2022-05-13,Entrada,Impostos,Comercial,Boleto,1289.48,-1876617.0
2022-05-13,Saída,Fornecedores,Comercial,Cartão,-1201.96,-1877818.96
2022-05-14,Saída,Vendas,Comercial,Cartão,-804.65,-1878623.62
2022-05-14,Entrada,Vendas,Administrativo,Transferência,4336.38,-1874287.23
2022-05-14,Entrada,Salários,Operacional,Boleto,1146.53,-1873140.7
2022-05-14,Entrada,Marketing,Comercial,Cartão,1125.78,-1872014.92
2022-05-14,Saída,Marketing,Administrativo,Transferência,-998.57,-1873013.49
2022-05-15,Entrada,Marketing,RH,Pix,1213.91,-1871799.58
2022-05-15,Saída,Salários,Administrativo,Boleto,-3384.78,-1875184.36
2022-05-16,Entrada,Marketing,Comercial,Cartão,686.46,-1874497.9
2022-05-16,Saída,Vendas,RH,Pix,-198.68,-1874696.59
2022-05-16,Saída,Impostos,Comercial,Transferência,-2355.57,-1877052.16
2022-05-16,Saída,Fornecedores,Operacional,Pix,-2079.04,-1879131.2
2022-05-17,Saída,Salários,Comercial,Transferência,-2125.79,-1881256.99
2022-05-17,Saída,Salários,RH,Cartão,-2467.66,-1883724.65
2022-05-17,Entrada,Vendas,Operacional,Boleto,3131.46,-1880593.19
2022-05-18,Entrada,Vendas,Administrativo,Transferência,4147.11,-1876446.08
2022-05-18,Entrada,Impostos,Administrativo,Transferência,1605.18,-1874840.9
2022-05-18,Saída,Vendas,Comercial,Pix,-1136.32,-1875977.22
2022-05-18,Entrada,Fornecedores,Operacional,Pix,1820.24,-1874156.98
2022-05-19,Entrada,Marketing,Operacional,Boleto,973.27,-1873183.7
2022-05-19,Saída,Salários,Operacional,Cartão,-3767.64,-1876951.34
2022-05-19,Entrada,Vendas,Comercial,Cartão,5219.63,-1871731.71
2022-05-20,Saída,Impostos,RH,Cartão,-2936.25,-1874667.96
2022-05-20,Entrada,Vendas,Administrativo,Pix,4324.77,-1870343.19
2022-05-20,Saída,Salários,Comercial,Pix,-3548.68,-1873891.87
2022-05-20,Entrada,Marketing,Operacional,Boleto,1551.49,-1872340.38
2022-05-20,Saída,Fornecedores,Comercial,Cartão,-1958.8,-1874299.18
2022-05-21,Saída,Marketing,Comercial,Pix,-1541.47,-1875840.64
2022-05-21,Entrada,Impostos,Administrativo,Pix,1665.53,-1874175.11
2022-05-21,Entrada,Impostos,Operacional,Cartão,1020.55,-1873154.56
2022-05-21,Entrada,Vendas,Administrativo,Cartão,3627.1,-1869527.46
2022-05-22,Saída,Fornecedores,Operacional,Transferência,-1867.51,-1871394.97
2022-05-22,Entrada,Vendas,Administrativo,Pix,3974.05,-1867420.92
2022-05-22,Entrada,Vendas,Comercial,Boleto,4609.59,-1862811.33
2022-05-23,Saída,Fornecedores,Comercial,Transferência,-2555.63,-1865366.96
2022-05-23,Entrada,Vendas,Comercial,Transferência,3940.93,-1861426.03
2022-05-24,Entrada,Impostos,Comercial,Boleto,1999.18,-1859426.84
2022-05-24,Saída,Salários,Comercial,Cartão,-2642.46,-1862069.31
2022-05-24,Saída,Fornecedores,Operacional,Boleto,-1221.54,-1863290.85
2022-05-24,Saída,Salários,RH,Boleto,-2646.46,-1865937.31
2022-05-24,Saída,Marketing,Administrativo,Cartão,-1836.7,-1867774.01
2022-05-25,Saída,Salários,Operacional,Pix,-3759.01,-1871533.02
2022-05-25,Entrada,Vendas,Administrativo,Pix,3012.18,-1868520.84
2022-05-26,Saída,Salários,RH,Cartão,-3822.5,-1872343.34
2022-05-26,Saída,Salários,Administrativo,Pix,-3256.47,-1875599.81
2022-05-26,Saída,Fornecedores,RH,Transferência,-1858.17,-1877457.98
2022-05-26,Saída,Impostos,Operacional,Transferência,-2258.58,-1879716.56
2022-05-27,Entrada,Vendas,RH,Boleto,5278.53,-1874438.03
2022-05-27,Saída,Vendas,Operacional,Boleto,-904.3,-1875342.33
2022-05-27,Saída,Fornecedores,Operacional,Cartão,-3354.64,-1878696.97
2022-05-27,Saída,Vendas,RH,Boleto,-785.24,-1879482.22
2022-05-27,Saída,Salários,RH,Transferência,-3928.98,-1883411.2
2022-05-28,Entrada,Vendas,Operacional,Pix,2554.26,-1880856.94
2022-05-28,Saída,Fornecedores,Administrativo,Pix,-2410.74,-1883267.67
2022-05-29,Entrada,Vendas,RH,Cartão,4188.05,-1879079.63
2022-05-29,Saída,Salários,Comercial,Pix,-3974.52,-1883054.15
2022-05-29,Saída,Salários,Operacional,Cartão,-2324.85,-1885379.0
2022-05-29,Saída,Impostos,Administrativo,Pix,-1614.55,-1886993.55
2022-05-30,Saída,Marketing,Administrativo,Transferência,-1861.89,-1888855.44
2022-05-30,Entrada,Salários,Operacional,Boleto,1172.73,-1887682.7
2022-05-30,Entrada,Vendas,Operacional,Pix,3968.97,-1883713.73
2022-05-31,Saída,Vendas,RH,Boleto,-1216.47,-1884930.2
2022-05-31,Saída,Fornecedores,Operacional,Pix,-3155.23,-1888085.43
2022-05-31,Entrada,Vendas,Comercial,Transferência,5144.41,-1882941.02
2022-05-31,Entrada,Marketing,Operacional,Boleto,1122.17,-1881818.85
2022-06-01,Saída,Marketing,RH,Boleto,-1312.57,-1883131.42
2022-06-01,Saída,Marketing,Operacional,Pix,-1322.4,-1884453.82
2022-06-01,Saída,Fornecedores,Operacional,Cartão,-2726.06,-1887179.87
2022-06-01,Saída,Salários,Administrativo,Boleto,-3893.67,-1891073.54
2022-06-01,Saída,Salários,Operacional,Transferência,-2832.7,-1893906.23
2022-06-02,Saída,Fornecedores,RH,Cartão,-3034.92,-1896941.15
2022-06-02,Saída,Marketing,RH,Boleto,-686.86,-1897628.02
2022-06-02,Saída,Salários,Comercial,Transferência,-3088.1,-1900716.12
2022-06-02,Saída,Salários,Comercial,Pix,-3502.72,-1904218.84
2022-06-02,Saída,Salários,RH,Pix,-4285.25,-1908504.09
2022-06-03,Entrada,Vendas,RH,Boleto,5514.89,-1902989.2
2022-06-03,Entrada,Salários,RH,Transferência,1664.41,-1901324.79
2022-06-03,Saída,Impostos,RH,Boleto,-2294.48,-1903619.27
2022-06-04,Saída,Fornecedores,Comercial,Cartão,-1719.42,-1905338.69
2022-06-04,Saída,Impostos,Comercial,Boleto,-2607.18,-1907945.87
2022-06-04,Saída,Salários,RH,Pix,-2718.67,-1910664.54
2022-06-04,Entrada,Fornecedores,Comercial,Transferência,2773.71,-1907890.83
2022-06-05,Saída,Impostos,Operacional,Transferência,-2276.03,-1910166.87
2022-06-05,Saída,Vendas,RH,Cartão,-955.82,-1911122.69
2022-06-05,Entrada,Salários,Operacional,Cartão,1092.06,-1910030.63
2022-06-06,Saída,Marketing,Comercial,Boleto,-808.55,-1910839.19
2022-06-06,Saída,Marketing,Comercial,Pix,-1715.87,-1912555.06
2022-06-06,Saída,Impostos,Operacional,Transferência,-1188.48,-1913743.54
2022-06-07,Entrada,Fornecedores,Administrativo,Pix,2571.76,-1911171.78
2022-06-07,Saída,Impostos,RH,Boleto,-2834.38,-1914006.16
2022-06-07,Saída,Salários,Administrativo,Boleto,-4336.85,-1918343.01
2022-06-07,Saída,Impostos,Comercial,Boleto,-2731.68,-1921074.69
2022-06-08,Saída,Vendas,RH,Transferência,-1095.76,-1922170.45
2022-06-08,Saída,Impostos,Operacional,Cartão,-3398.05,-1925568.5
2022-06-08,Saída,Salários,Comercial,Transferência,-3997.79,-1929566.29
2022-06-09,Saída,Marketing,Administrativo,Boleto,-2336.86,-1931903.15
2022-06-09,Entrada,Vendas,Administrativo,Cartão,5701.86,-1926201.3
2022-06-09,Entrada,Vendas,Comercial,Cartão,4325.78,-1921875.52
2022-06-10,Saída,Vendas,Comercial,Transferência,-269.92,-1922145.44
2022-06-10,Saída,Marketing,Operacional,Cartão,-2306.34,-1924451.78
2022-06-10,Saída,Vendas,RH,Cartão,-1234.36,-1925686.14
2022-06-11,Saída,Impostos,Operacional,Transferência,-604.78,-1926290.92
2022-06-11,Saída,Impostos,Administrativo,Cartão,-1788.48,-1928079.39
2022-06-11,Saída,Marketing,Operacional,Transferência,-1307.28,-1929386.67
2022-06-12,Entrada,Vendas,Comercial,Pix,5243.26,-1924143.41
2022-06-12,Saída,Impostos,Administrativo,Cartão,-1628.27,-1925771.68
2022-06-12,Saída,Salários,Comercial,Pix,-2666.5,-1928438.18
2022-06-13,Saída,Salários,Comercial,Cartão,-3044.41,-1931482.59
2022-06-13,Saída,Impostos,Comercial,Pix,-2463.97,-1933946.56
2022-06-13,Saída,Salários,RH,Boleto,-4398.23,-1938344.79
2022-06-14,Entrada,Salários,Operacional,Pix,995.25,-1937349.54
2022-06-14,Saída,Marketing,RH,Boleto,-1102.21,-1938451.75
2022-06-14,Entrada,Vendas,Comercial,Pix,6030.18,-1932421.57
2022-06-15,Saída,Salários,Administrativo,Boleto,-2490.73,-1934912.31
2022-06-15,Entrada,Salários,Administrativo,Cartão,1116.03,-1933796.28
2022-06-16,Entrada,Marketing,Comercial,Pix,946.61,-1932849.67
2022-06-16,Saída,Fornecedores,Comercial,Boleto,-2937.59,-1935787.26
2022-06-17,Saída,Impostos,Comercial,Transferência,-2888.8,-1938676.06
2022-06-17,Saída,Impostos,Operacional,Boleto,-1641.25,-1940317.31
2022-06-17,Entrada,Vendas,Administrativo,Transferência,6283.47,-1934033.84
2022-06-17,Saída,Marketing,Comercial,Pix,-1751.01,-1935784.85
2022-06-17,Saída,Fornecedores,RH,Boleto,-2820.52,-1938605.37
2022-06-18,Saída,Fornecedores,RH,Pix,-2207.24,-1940812.61
2022-06-18,Saída,Marketing,Operacional,Boleto,-2244.05,-1943056.66
2022-06-18,Entrada,Salários,Administrativo,Transferência,981.35,-1942075.31
2022-06-19,Entrada,Impostos,RH,Boleto,1898.4,-1940176.9
2022-06-19,Saída,Fornecedores,Operacional,Cartão,-2521.98,-1942698.89
2022-06-19,Saída,Salários,Comercial,Cartão,-4304.07,-1947002.96
2022-06-20,Entrada,Vendas,Operacional,Pix,5165.63,-1941837.33
2022-06-20,Saída,Impostos,RH,Boleto,-2390.08,-1944227.41
2022-06-20,Saída,Impostos,Administrativo,Boleto,-1547.75,-1945775.15
2022-06-20,Saída,Marketing,Administrativo,Boleto,-2506.49,-1948281.64
2022-06-21,Saída,Marketing,Operacional,Transferência,-1927.14,-1950208.78
2022-06-21,Saída,Salários,Operacional,Boleto,-3562.16,-1953770.94
2022-06-21,Entrada,Fornecedores,Operacional,Transferência,2496.78,-1951274.16
2022-06-22,Saída,Marketing,Operacional,Boleto,-1900.67,-1953174.83
2022-06-22,Entrada,Marketing,Administrativo,Cartão,1371.02,-1951803.81
2022-06-22,Saída,Salários,Administrativo,Pix,-2747.53,-1954551.34
2022-06-22,Entrada,Vendas,RH,Boleto,3044.71,-1951506.63
2022-06-23,Saída,Marketing,Operacional,Pix,-1790.52,-1953297.15
2022-06-23,Entrada,Fornecedores,Administrativo,Cartão,1603.84,-1951693.31
2022-06-23,Saída,Fornecedores,RH,Pix,-3345.08,-1955038.39
2022-06-24,Entrada,Impostos,Operacional,Pix,1272.91,-1953765.48
2022-06-24,Entrada,Vendas,Operacional,Boleto,3412.86,-1950352.62
2022-06-24,Saída,Vendas,RH,Transferência,-795.89,-1951148.5
2022-06-24,Saída,Marketing,Comercial,Pix,-1565.27,-1952713.77
2022-06-24,Entrada,Marketing,Operacional,Boleto,183.94,-1952529.83
2022-06-25,Saída,Impostos,Operacional,Boleto,-3539.05,-1956068.88
2022-06-25,Saída,Salários,Operacional,Pix,-4714.52,-1960783.4
2022-06-26,Saída,Impostos,Operacional,Pix,-3342.0,-1964125.4
2022-06-26,Saída,Marketing,Comercial,Pix,-2071.51,-1966196.91
2022-06-26,Saída,Fornecedores,Comercial,Cartão,-1313.55,-1967510.46
2022-06-26,Saída,Salários,RH,Cartão,-3432.49,-1970942.96
2022-06-27,Saída,Impostos,Administrativo,Cartão,-2546.38,-1973489.34
2022-06-27,Entrada,Vendas,Comercial,Cartão,4375.19,-1969114.14
2022-06-27,Saída,Salários,Comercial,Pix,-2277.62,-1971391.76
2022-06-27,Saída,Impostos,RH,Boleto,-1640.9,-1973032.66
2022-06-28,Entrada,Vendas,Operacional,Pix,4886.61,-1968146.05
2022-06-28,Entrada,Salários,Administrativo,Cartão,1072.29,-1967073.76
2022-06-28,Saída,Fornecedores,Comercial,Pix,-2941.74,-1970015.51
2022-06-28,Saída,Salários,RH,Cartão,-3841.73,-1973857.24
2022-06-28,Saída,Salários,Administrativo,Boleto,-4429.08,-1978286.32
2022-06-29,Saída,Marketing,RH,Pix,-1230.02,-1979516.34
2022-06-29,Saída,Salários,Comercial,Transferência,-3235.71,-1982752.05
2022-06-29,Saída,Impostos,Operacional,Transferência,-2694.01,-1985446.06
2022-06-30,Entrada,Vendas,Operacional,Transferência,3991.62,-1981454.44
2022-06-30,Saída,Vendas,Operacional,Boleto,-1342.57,-1982797.01
2022-06-30,Saída,Fornecedores,Comercial,Transferência,-2587.68,-1985384.69
2022-06-30,Saída,Fornecedores,Operacional,Boleto,-2550.36,-1987935.04
2022-07-01,Saída,Salários,RH,Boleto,-2267.69,-1990202.74
2022-07-01,Saída,Impostos,Comercial,Boleto,-1412.72,-1991615.45
2022-07-02,Entrada,Vendas,Administrativo,Cartão,3280.93,-1988334.52
2022-07-02,Saída,Marketing,Operacional,Transferência,-1611.0,-1989945.52
2022-07-02,Saída,Salários,Operacional,Pix,-4312.64,-1994258.16
2022-07-02,Saída,Salários,Comercial,Boleto,-3390.03,-1997648.19
2022-07-03,Entrada,Marketing,Administrativo,Transferência,781.66,-1996866.53
2022-07-03,Entrada,Vendas,Operacional,Pix,3273.64,-1993592.89
2022-07-03,Saída,Salários,Comercial,Boleto,-2940.49,-1996533.38
2022-07-03,Saída,Impostos,RH,Transferência,-852.92,-1997386.3
2022-07-03,Saída,Salários,RH,Cartão,-2460.62,-1999846.93
2022-07-04,Saída,Impostos,Administrativo,Transferência,-1603.12,-2001450.05
2022-07-04,Saída,Vendas,Administrativo,Pix,-931.46,-2002381.5
2022-07-04,Saída,Salários,RH,Cartão,-3182.5,-2005564.0
2022-07-04,Saída,Marketing,Operacional,Cartão,-694.11,-2006258.11
2022-07-05,Saída,Vendas,RH,Transferência,-602.58,-2006860.69
2022-07-05,Saída,Fornecedores,RH,Cartão,-1643.25,-2008503.95
2022-07-05,Entrada,Marketing,RH,Pix,819.01,-2007684.93
2022-07-06,Saída,Impostos,Comercial,Boleto,-1598.01,-2009282.95
2022-07-06,Entrada,Vendas,Comercial,Transferência,4438.52,-2004844.43
2022-07-06,Saída,Impostos,Administrativo,Transferência,-1874.12,-2006718.55
2022-07-06,Saída,Salários,Administrativo,Transferência,-2872.04,-2009590.58
2022-07-07,Saída,Salários,Administrativo,Boleto,-2484.84,-2012075.42
2022-07-07,Saída,Marketing,RH,Boleto,-1489.89,-2013565.31
2022-07-07,Entrada,Marketing,RH,Boleto,705.61,-2012859.7
2022-07-07,Saída,Fornecedores,Comercial,Boleto,-2371.08,-2015230.78
2022-07-08,Entrada,Vendas,Operacional,Boleto,3357.86,-2011872.91
2022-07-08,Saída,Fornecedores,RH,Boleto,-3687.87,-2015560.78
2022-07-08,Saída,Vendas,Operacional,Boleto,-841.83,-2016402.62
2022-07-09,Saída,Impostos,Comercial,Boleto,-1718.81,-2018121.43
2022-07-09,Entrada,Fornecedores,RH,Transferência,1851.51,-2016269.92
2022-07-10,Entrada,Fornecedores,RH,Cartão,1734.34,-2014535.58
2022-07-10,Saída,Fornecedores,Comercial,Pix,-2721.43,-2017257.01
2022-07-11,Saída,Salários,Administrativo,Transferência,-3519.81,-2020776.82
2022-07-11,Entrada,Impostos,RH,Cartão,1763.71,-2019013.1
2022-07-11,Saída,Impostos,RH,Pix,-571.71,-2019584.81
2022-07-11,Entrada,Fornecedores,RH,Cartão,1569.53,-2018015.28
2022-07-11,Saída,Fornecedores,Administrativo,Transferência,-2603.15,-2020618.43
2022-07-12,Entrada,Impostos,Comercial,Pix,1164.62,-2019453.8
2022-07-12,Saída,Marketing,Comercial,Pix,-1305.21,-2020759.01
2022-07-12,Entrada,Vendas,Comercial,Transferência,4209.21,-2016549.8
2022-07-12,Entrada,Fornecedores,Operacional,Transferência,1931.66,-2014618.14
2022-07-13,Saída,Vendas,Administrativo,Cartão,-1165.44,-2015783.59
2022-07-13,Saída,Marketing,Comercial,Boleto,-1511.47,-2017295.05
2022-07-13,Saída,Vendas,Administrativo,Transferência,-1015.55,-2018310.6
2022-07-13,Saída,Impostos,Operacional,Boleto,-1367.15,-2019677.75
2022-07-13,Saída,Fornecedores,RH,Cartão,-1432.53,-2021110.28
2022-07-14,Saída,Fornecedores,Comercial,Cartão,-1120.77,-2022231.05
2022-07-14,Entrada,Impostos,Comercial,Pix,1579.49,-2020651.55
2022-07-14,Saída,Salários,Operacional,Boleto,-3824.21,-2024475.76
2022-07-14,Saída,Salários,Comercial,Cartão,-3409.49,-2027885.25
2022-07-14,Saída,Vendas,Administrativo,Boleto,-575.08,-2028460.34
2022-07-15,Entrada,Impostos,Operacional,Pix,1106.99,-2027353.34
2022-07-15,Saída,Impostos,Administrativo,Transferência,-1192.71,-2028546.06
2022-07-15,Saída,Marketing,RH,Boleto,-1112.92,-2029658.97
2022-07-15,Saída,Impostos,RH,Cartão,-1743.48,-2031402.46
2022-07-16,Saída,Fornecedores,RH,Boleto,-1183.6,-2032586.05
2022-07-16,Saída,Fornecedores,Comercial,Pix,-2355.66,-2034941.72
2022-07-16,Saída,Salários,RH,Transferência,-1931.0,-2036872.72
2022-07-16,Entrada,Fornecedores,Comercial,Transferência,2274.62,-2034598.1
2022-07-17,Saída,Impostos,Administrativo,Boleto,-1550.12,-2036148.22
2022-07-17,Entrada,Fornecedores,Operacional,Transferência,1956.79,-2034191.42
2022-07-17,Entrada,Vendas,RH,Cartão,2912.55,-2031278.87
2022-07-18,Saída,Fornecedores,Administrativo,Boleto,-2567.52,-2033846.39
2022-07-18,Saída,Salários,RH,Pix,-3044.05,-2036890.44
2022-07-18,Saída,Fornecedores,Operacional,Pix,-2955.11,-2039845.55
2022-07-19,Saída,Impostos,RH,Boleto,-2086.08,-2041931.63
2022-07-19,Saída,Salários,Operacional,Cartão,-2544.59,-2044476.21
2022-07-19,Saída,Fornecedores,Operacional,Transferência,-2514.63,-2046990.84
2022-07-19,Saída,Impostos,RH,Cartão,-1421.79,-2048412.63
2022-07-20,Saída,Salários,RH,Pix,-2921.38,-2051334.01
2022-07-20,Entrada,Vendas,Operacional,Pix,3236.28,-2048097.73
2022-07-20,Saída,Vendas,Administrativo,Cartão,-656.2,-2048753.93
2022-07-20,Saída,Salários,Comercial,Cartão,-1963.48,-2050717.41
2022-07-21,Entrada,Salários,RH,Pix,602.42,-2050114.99
2022-07-21,Saída,Impostos,Comercial,Boleto,-1011.86,-2051126.85
2022-07-21,Saída,Impostos,Comercial,Transferência,-2502.71,-2053629.56
2022-07-22,Saída,Impostos,Comercial,Transferência,-1020.66,-2054650.23
2022-07-22,Saída,Vendas,RH,Boleto,-150.0,-2054800.23
2022-07-22,Saída,Impostos,Operacional,Pix,-2529.7,-2057329.92
2022-07-22,Entrada,Vendas,Operacional,Boleto,2479.71,-2054850.22
2022-07-23,Saída,Impostos,Administrativo,Pix,-1739.74,-2056589.96
2022-07-23,Entrada,Marketing,Administrativo,Cartão,1397.85,-2055192.11
2022-07-23,Saída,Vendas,Administrativo,Boleto,-320.66,-2055512.78
2022-07-23,Saída,Salários,Comercial,Boleto,-2473.67,-2057986.45
2022-07-23,Entrada,Vendas,Comercial,Cartão,4816.04,-2053170.41
2022-07-24,Saída,Vendas,Comercial,Transferência,-1166.49,-2054336.91
2022-07-24,Saída,Marketing,RH,Boleto,-1790.97,-2056127.88
2022-07-24,Entrada,Vendas,Administrativo,Pix,3216.48,-2052911.4
2022-07-24,Saída,Salários,Operacional,Boleto,-3714.9,-2056626.3
2022-07-25,Entrada,Fornecedores,Comercial,Transferência,1632.54,-2054993.77
2022-07-25,Saída,Impostos,Administrativo,Boleto,-519.87,-2055513.64
2022-07-25,Entrada,Vendas,Comercial,Transferência,3939.4,-2051574.24
2022-07-25,Saída,Salários,RH,Transferência,-2524.28,-2054098.52
2022-07-26,Saída,Marketing,Operacional,Boleto,-1000.46,-2055098.98
2022-07-26,Saída,Impostos,RH,Boleto,-1810.2,-2056909.17
2022-07-26,Entrada,Vendas,Comercial,Pix,3588.28,-2053320.9
2022-07-27,Saída,Marketing,Operacional,Pix,-1481.37,-2054802.27
2022-07-27,Saída,Salários,RH,Transferência,-4722.07,-2059524.34
2022-07-27,Entrada,Fornecedores,RH,Transferência,2042.25,-2057482.09
2022-07-28,Saída,Fornecedores,RH,Transferência,-2673.47,-2060155.56
2022-07-28,Entrada,Vendas,Operacional,Transferência,3419.9,-2056735.67
