data,categoria,centro_custo,tipo_despesa,valor
2021-07-27,Marketing,RH,Variável,-1033.14
2021-07-28,Infraestrutura,RH,Variável,-2539.12
2021-07-28,Marketing,Administrativo,Variável,-675.17
2021-07-28,Serviços,Comercial,Variável,-3169.63
2021-07-29,Serviços,Comercial,Variável,-1998.76
2021-07-29,Pessoal,Comercial,Variável,-1966.8
2021-07-30,Pessoal,Operacional,Fixa,-2757.43
2021-07-31,Pessoal,RH,Variável,-2097.86
2021-08-01,Aluguel,Administrativo,Variável,-2282.11
2021-08-01,Pessoal,Operacional,Fixa,-1705.09
2021-08-02,Serviços,Comercial,Fixa,-3584.96
2021-08-02,Marketing,Comercial,Variável,-251.46
2021-08-02,Aluguel,Operacional,Fixa,-2892.32
2021-08-03,Serviços,RH,Fixa,-2819.37
2021-08-03,Serviços,RH,Fixa,-3119.3
2021-08-03,Pessoal,RH,Fixa,-3166.84
2021-08-04,Infraestrutura,RH,Fixa,-2788.48
2021-08-05,Marketing,Comercial,Variável,-2504.71
2021-08-06,Aluguel,Operacional,Variável,-2067.92
2021-08-07,Serviços,Administrativo,Variável,-1394.87
2021-08-08,Infraestrutura,Administrativo,Fixa,-2003.11
2021-08-09,Serviços,Operacional,Variável,-3177.47
2021-08-10,Marketing,Comercial,Variável,-1782.55
2021-08-11,Aluguel,Operacional,Variável,-1781.11
2021-08-11,Aluguel,Comercial,Fixa,-2079.58
2021-08-12,Aluguel,RH,Variável,-2171.02
2021-08-13,Marketing,RH,Variável,-2170.91
2021-08-13,Pessoal,Operacional,Fixa,-1853.9
2021-08-13,Serviços,RH,Fixa,-2773.75
2021-08-14,Aluguel,RH,Fixa,-3991.19
2021-08-14,Aluguel,Comercial,Variável,-1822.18
2021-08-15,Aluguel,RH,Variável,-2473.02
2021-08-16,Serviços,Administrativo,Variável,-2717.6
2021-08-16,Serviços,RH,Fixa,-1665.8
2021-08-17,Marketing,Operacional,Fixa,-1749.87
2021-08-17,Serviços,Administrativo,Variável,-2807.32
2021-08-18,Infraestrutura,Administrativo,Variável,-4146.69
2021-08-19,Marketing,Operacional,Variável,-2017.65
2021-08-19,Serviços,Comercial,Fixa,-2229.47
2021-08-19,Infraestrutura,Administrativo,Fixa,-2805.06
2021-08-20,Serviços,Administrativo,Fixa,-1985.02
2021-08-21,Pessoal,Comercial,Fixa,-1230.92
2021-08-21,Serviços,Administrativo,Variável,-3489.63
2021-08-21,Aluguel,RH,Fixa,-2220.01
2021-08-22,Pessoal,Operacional,Fixa,-2812.25
2021-08-22,Serviços,RH,Fixa,-1699.2
2021-08-22,Serviços,RH,Variável,-2002.65
2021-08-23,Pessoal,RH,Fixa,-2584.33
2021-08-23,Serviços,Operacional,Variável,-3819.9
2021-08-24,Aluguel,Comercial,Variável,-2900.28
2021-08-25,Aluguel,Administrativo,Fixa,-3258.75
2021-08-25,Pessoal,Operacional,Fixa,-2771.89
2021-08-26,Infraestrutura,RH,Variável,-4949.94
2021-08-26,Marketing,Operacional,Variável,-2319.38
2021-08-26,Aluguel,Administrativo,Variável,-2600.87
2021-08-27,Infraestrutura,Administrativo,Fixa,-2860.48
2021-08-27,Infraestrutura,Administrativo,Variável,-1576.37
2021-08-27,Aluguel,Administrativo,Fixa,-2895.23
2021-08-28,Infraestrutura,Comercial,Fixa,-2531.06
2021-08-29,Marketing,Comercial,Fixa,-1632.64
2021-08-30,Pessoal,Operacional,Variável,-2900.4
2021-08-30,Marketing,Comercial,Fixa,-2187.44
2021-08-31,Infraestrutura,Administrativo,Fixa,-4061.22
2021-08-31,Marketing,Administrativo,Variável,-2257.3
2021-08-31,Pessoal,RH,Fixa,-1359.57
2021-09-01,Pessoal,Comercial,Variável,-679.8
2021-09-02,Infraestrutura,Operacional,Fixa,-3116.7
2021-09-02,Marketing,RH,Fixa,-1996.15
2021-09-02,Infraestrutura,Administrativo,Fixa,-1111.33
2021-09-03,Pessoal,Comercial,Fixa,-2248.11
2021-09-03,Infraestrutura,RH,Variável,-3470.63
2021-09-03,Pessoal,Operacional,Fixa,-1126.18
2021-09-04,Serviços,Operacional,Variável,-1119.55
2021-09-05,Aluguel,RH,Fixa,-2856.19
2021-09-05,Marketing,RH,Variável,-2554.55
2021-09-06,Pessoal,Comercial,Variável,-1800.96
2021-09-07,Serviços,Operacional,Fixa,-3029.91
2021-09-07,Aluguel,RH,Variável,-3058.4
2021-09-08,Aluguel,RH,Fixa,-3232.62
2021-09-08,Pessoal,Comercial,Fixa,-1766.72
2021-09-09,Infraestrutura,RH,Variável,-4694.9
2021-09-09,Pessoal,Comercial,Variável,-811.66
2021-09-10,Pessoal,Comercial,Fixa,-2828.05
2021-09-10,Infraestrutura,Administrativo,Fixa,-2253.54
2021-09-11,Marketing,Operacional,Fixa,-2252.11
2021-09-12,Marketing,Comercial,Fixa,-1555.55
2021-09-12,Infraestrutura,Operacional,Variável,-2370.61
2021-09-12,Infraestrutura,Administrativo,Fixa,-3497.06
2021-09-13,Aluguel,RH,Variável,-2950.91
2021-09-13,Aluguel,Administrativo,Variável,-3349.87
2021-09-14,Pessoal,RH,Variável,-4634.79
2021-09-14,Infraestrutura,RH,Variável,-3444.85
2021-09-14,Marketing,RH,Variável,-2690.54
2021-09-15,Pessoal,Administrativo,Variável,-2465.22
2021-09-15,Marketing,Administrativo,Variável,-2806.53
2021-09-16,Infraestrutura,Administrativo,Variável,-3485.13
2021-09-16,Pessoal,Operacional,Fixa,-2078.61
2021-09-17,Serviços,RH,Variável,-2357.06
2021-09-17,Marketing,Comercial,Variável,-1625.14
2021-09-18,Aluguel,Administrativo,Variável,-3818.23
2021-09-18,Infraestrutura,Operacional,Variável,-4395.22
2021-09-19,Marketing,RH,Fixa,-2691.59
2021-09-20,Marketing,RH,Fixa,-2056.7
2021-09-21,Marketing,Administrativo,Variável,-2887.41
2021-09-21,Serviços,Comercial,Variável,-2195.71
2021-09-22,Marketing,Operacional,Variável,-2038.54
2021-09-22,Pessoal,Administrativo,Fixa,-784.43
2021-09-23,Marketing,RH,Fixa,-2094.7
2021-09-23,Pessoal,Comercial,Fixa,-3105.06
2021-09-24,Pessoal,Operacional,Variável,-2926.58
2021-09-24,Pessoal,Comercial,Variável,-1999.03
2021-09-25,Marketing,RH,Variável,-1152.99
2021-09-25,Infraestrutura,Comercial,Variável,-5073.38
2021-09-25,Pessoal,Operacional,Variável,-894.16
2021-09-26,Aluguel,Administrativo,Variável,-3342.61
2021-09-27,Serviços,Comercial,Variável,-2175.48
2021-09-28,Serviços,Administrativo,Fixa,-2486.48
2021-09-28,Infraestrutura,Administrativo,Variável,-5429.02
2021-09-29,Pessoal,Operacional,Variável,-3288.1
2021-09-29,Serviços,Operacional,Fixa,-2085.06
2021-09-30,Serviços,RH,Variável,-150.0
2021-09-30,Serviços,RH,Fixa,-2404.0
2021-09-30,Infraestrutura,Operacional,Fixa,-2779.58
2021-10-01,Infraestrutura,Comercial,Variável,-2449.84
2021-10-01,Serviços,Comercial,Variável,-2154.93
2021-10-02,Infraestrutura,Administrativo,Variável,-4529.24
2021-10-03,Pessoal,RH,Variável,-1256.49
2021-10-04,Pessoal,RH,Fixa,-1020.73
2021-10-04,Serviços,Administrativo,Variável,-2735.51
2021-10-05,Infraestrutura,Administrativo,Variável,-3546.12
2021-10-05,Serviços,Administrativo,Variável,-1863.29
2021-10-06,Aluguel,Administrativo,Fixa,-2031.8
2021-10-06,Serviços,Administrativo,Variável,-1233.58
2021-10-07,Pessoal,Administrativo,Fixa,-3271.1
2021-10-08,Infraestrutura,RH,Fixa,-814.12
2021-10-08,Infraestrutura,Administrativo,Variável,-1290.31
2021-10-09,Serviços,Operacional,Variável,-2263.14
2021-10-09,Aluguel,Operacional,Fixa,-2860.41
2021-10-10,Infraestrutura,RH,Fixa,-2850.38
2021-10-11,Serviços,Administrativo,Fixa,-1827.82
2021-10-12,Aluguel,Comercial,Fixa,-1786.11
2021-10-12,Serviços,RH,Fixa,-2104.75
2021-10-13,Marketing,RH,Variável,-1522.99
2021-10-13,Pessoal,RH,Variável,-1915.84
2021-10-14,Pessoal,Operacional,Fixa,-1091.38
2021-10-14,Pessoal,Comercial,Variável,-2857.4
2021-10-14,Infraestrutura,Administrativo,Fixa,-1664.98
2021-10-15,Marketing,Operacional,Variável,-818.03
2021-10-15,Infraestrutura,Comercial,Fixa,-2781.95
2021-10-16,Marketing,Operacional,Variável,-2588.91
2021-10-16,Marketing,Operacional,Fixa,-1427.93
2021-10-16,Aluguel,Comercial,Variável,-2001.86
2021-10-17,Serviços,Administrativo,Variável,-2606.18
2021-10-18,Infraestrutura,RH,Variável,-875.98
2021-10-19,Serviços,RH,Variável,-1646.72
2021-10-20,Pessoal,Operacional,Fixa,-2048.37
2021-10-20,Serviços,Comercial,Fixa,-2335.76
2021-10-21,Aluguel,Operacional,Variável,-1512.58
2021-10-21,Serviços,Administrativo,Variável,-2046.04
2021-10-21,Serviços,Operacional,Variável,-2721.8
2021-10-22,Infraestrutura,Comercial,Variável,-2444.07
2021-10-23,Serviços,Operacional,Fixa,-1854.41
2021-10-23,Serviços,Comercial,Variável,-2176.42
2021-10-23,Marketing,Administrativo,Variável,-2031.39
2021-10-24,Pessoal,RH,Fixa,-2199.41
2021-10-25,Serviços,Comercial,Variável,-2230.1
2021-10-25,Infraestrutura,RH,Fixa,-927.91
2021-10-26,Infraestrutura,Comercial,Variável,-3866.95
2021-10-26,Serviços,RH,Variável,-2625.81
2021-10-27,Infraestrutura,Operacional,Variável,-2884.3
2021-10-27,Pessoal,Operacional,Variável,-1865.62
2021-10-27,Aluguel,Administrativo,Variável,-2176.21
2021-10-28,Serviços,Administrativo,Fixa,-1310.68
2021-10-28,Marketing,Administrativo,Variável,-3013.58
2021-10-29,Aluguel,Administrativo,Variável,-2345.36
2021-10-29,Serviços,Administrativo,Variável,-1180.82
2021-10-30,Serviços,Operacional,Variável,-2890.04
2021-10-31,Infraestrutura,Administrativo,Variável,-3500.31
2021-10-31,Marketing,RH,Fixa,-954.68
2021-11-01,Serviços,Administrativo,Variável,-2580.79
2021-11-02,Aluguel,Administrativo,Variável,-2198.64
2021-11-02,Aluguel,RH,Fixa,-2691.86
2021-11-03,Infraestrutura,Operacional,Variável,-2814.04
2021-11-04,Pessoal,Administrativo,Fixa,-3112.94
2021-11-05,Pessoal,Comercial,Fixa,-2123.55
2021-11-06,Infraestrutura,Administrativo,Variável,-4033.55
2021-11-07,Pessoal,Administrativo,Variável,-2356.88
2021-11-08,Pessoal,Operacional,Variável,-2794.66
2021-11-08,Serviços,Administrativo,Fixa,-2441.0
2021-11-09,Serviços,Administrativo,Variável,-2749.09
2021-11-09,Infraestrutura,RH,Variável,-1919.61
2021-11-09,Infraestrutura,RH,Fixa,-1984.45
2021-11-10,Serviços,Administrativo,Variável,-2255.96
2021-11-10,Pessoal,Operacional,Variável,-1775.16
2021-11-10,Pessoal,Operacional,Fixa,-3400.72
2021-11-11,Infraestrutura,Operacional,Variável,-2408.66
2021-11-12,Infraestrutura,RH,Variável,-4083.02
2021-11-13,Infraestrutura,Operacional,Fixa,-2370.2
2021-11-13,Serviços,Operacional,Fixa,-1666.08
2021-11-14,Serviços,RH,Fixa,-2004.88
2021-11-14,Infraestrutura,Administrativo,Variável,-3391.89
2021-11-14,Aluguel,Operacional,Fixa,-2613.8
2021-11-15,Marketing,RH,Fixa,-1701.24
2021-11-15,Aluguel,Administrativo,Variável,-2484.03
2021-11-16,Aluguel,Comercial,Variável,-3163.05
2021-11-16,Marketing,Comercial,Variável,-1947.9
2021-11-17,Serviços,Operacional,Variável,-1916.11
2021-11-17,Pessoal,RH,Fixa,-2106.26
2021-11-18,Aluguel,RH,Variável,-2001.16
2021-11-19,Pessoal,Administrativo,Fixa,-1995.79
2021-11-19,Infraestrutura,Comercial,Fixa,-2395.82
2021-11-20,Aluguel,RH,Variável,-3289.87
2021-11-20,Infraestrutura,Operacional,Variável,-2233.28
2021-11-21,Infraestrutura,Comercial,Variável,-2418.43
2021-11-21,Serviços,Operacional,Variável,-2403.56
2021-11-21,Marketing,Operacional,Variável,-2584.96
2021-11-22,Pessoal,Operacional,Variável,-2896.75
2021-11-22,Serviços,RH,Variável,-2852.59
2021-11-23,Infraestrutura,RH,Fixa,-3298.49
2021-11-23,Pessoal,Comercial,Fixa,-493.09
2021-11-24,Pessoal,Administrativo,Fixa,-2436.36
2021-11-25,Infraestrutura,RH,Fixa,-1999.54
2021-11-25,Infraestrutura,Administrativo,Variável,-2800.83
2021-11-26,Pessoal,Administrativo,Fixa,-2281.02
2021-11-26,Aluguel,Administrativo,Variável,-1973.83
2021-11-26,Aluguel,Operacional,Variável,-3000.64
2021-11-27,Aluguel,RH,Fixa,-2645.25
2021-11-28,Marketing,Operacional,Variável,-441.46
2021-11-28,Marketing,Comercial,Variável,-2483.99
2021-11-28,Infraestrutura,Operacional,Variável,-2450.89
2021-11-29,Marketing,Administrativo,Variável,-2408.76
2021-11-29,Marketing,Administrativo,Fixa,-1244.49
2021-11-30,Infraestrutura,Comercial,Variável,-1351.32
2021-11-30,Infraestrutura,Administrativo,Variável,-3584.59
2021-12-01,Infraestrutura,Administrativo,Fixa,-2660.95
2021-12-01,Marketing,Administrativo,Fixa,-2246.09
2021-12-02,Pessoal,Comercial,Variável,-3159.68
2021-12-03,Serviços,Operacional,Fixa,-1022.93
2021-12-03,Infraestrutura,Operacional,Variável,-1803.95
2021-12-03,Pessoal,Operacional,Fixa,-1522.23
2021-12-04,Pessoal,Comercial,Fixa,-2221.91
2021-12-04,Infraestrutura,Operacional,Variável,-3302.2
2021-12-05,Serviços,Administrativo,Variável,-2687.31
2021-12-05,Aluguel,RH,Fixa,-3356.93
2021-12-05,Marketing,Operacional,Variável,-2509.82
2021-12-06,Serviços,Administrativo,Fixa,-469.36
2021-12-07,Pessoal,Administrativo,Variável,-972.82
2021-12-07,Serviços,Administrativo,Fixa,-2114.78
2021-12-08,Serviços,Comercial,Fixa,-2674.82
2021-12-08,Aluguel,RH,Variável,-3406.47
2021-12-09,Infraestrutura,RH,Variável,-2935.39
2021-12-10,Marketing,Operacional,Variável,-1517.07
2021-12-11,Aluguel,RH,Variável,-2239.79
2021-12-12,Pessoal,Comercial,Fixa,-2122.69
2021-12-12,Serviços,RH,Variável,-2430.06
2021-12-12,Pessoal,Operacional,Variável,-3710.92
2021-12-13,Pessoal,Comercial,Variável,-2906.14
2021-12-13,Pessoal,Administrativo,Variável,-674.68
2021-12-14,Serviços,Administrativo,Variável,-3166.41
2021-12-15,Pessoal,Comercial,Fixa,-3226.46
2021-12-16,Infraestrutura,Administrativo,Fixa,-2585.85
2021-12-16,Marketing,Comercial,Variável,-1810.29
2021-12-17,Infraestrutura,RH,Variável,-2461.44
2021-12-18,Pessoal,RH,Variável,-1401.16
2021-12-19,Aluguel,RH,Fixa,-2242.29
2021-12-19,Aluguel,Operacional,Fixa,-2826.29
2021-12-19,Serviços,Comercial,Variável,-4391.44
2021-12-20,Infraestrutura,Administrativo,Variável,-4255.36
2021-12-20,Serviços,Operacional,Fixa,-1860.7
2021-12-21,Aluguel,RH,Fixa,-3628.85
2021-12-21,Marketing,Administrativo,Variável,-3568.76
2021-12-22,Pessoal,Operacional,Fixa,-2449.41
2021-12-23,Aluguel,Comercial,Fixa,-2237.84
2021-12-23,Pessoal,Operacional,Variável,-2523.18
2021-12-23,Marketing,Operacional,Fixa,-2847.79
2021-12-24,Pessoal,RH,Fixa,-2090.09
2021-12-25,Marketing,RH,Variável,-390.5
2021-12-25,Pessoal,Comercial,Fixa,-1806.38
2021-12-26,Aluguel,RH,Fixa,-3834.22
2021-12-26,Infraestrutura,Administrativo,Variável,-3794.72
2021-12-26,Infraestrutura,RH,Fixa,-1756.84
2021-12-27,Pessoal,Operacional,Variável,-2057.93
2021-12-27,Serviços,Operacional,Fixa,-2306.77
2021-12-28,Marketing,RH,Fixa,-1972.42
2021-12-28,Serviços,RH,Fixa,-1799.29
2021-12-29,Pessoal,RH,Variável,-1261.16
2021-12-30,Infraestrutura,Administrativo,Variável,-4806.71
2021-12-31,Serviços,Administrativo,Variável,-687.62
2021-12-31,Marketing,RH,Variável,-2418.06
2022-01-01,Infraestrutura,RH,Fixa,-2697.62
2022-01-01,Serviços,RH,Fixa,-2417.59
2022-01-02,Infraestrutura,Administrativo,Variável,-1505.56
2022-01-02,Pessoal,Comercial,Variável,-2140.19
2022-01-02,Aluguel,Administrativo,Variável,-2395.31
2022-01-03,Pessoal,Comercial,Variável,-1652.05
2022-01-03,Marketing,RH,Fixa,-1614.26
2022-01-04,Serviços,Administrativo,Variável,-2184.71
2022-01-04,Infraestrutura,Administrativo,Variável,-2073.15
2022-01-04,Aluguel,Comercial,Variável,-1235.19
2022-01-05,Serviços,RH,Fixa,-2298.49
2022-01-05,Marketing,RH,Variável,-2165.74
2022-01-06,Pessoal,Operacional,Fixa,-477.41
2022-01-06,Serviços,Administrativo,Variável,-1579.04
2022-01-07,Infraestrutura,Comercial,Variável,-1865.79
2022-01-08,Marketing,Operacional,Variável,-1037.96
2022-01-08,Pessoal,Administrativo,Variável,-2142.9
2022-01-09,Infraestrutura,RH,Variável,-2685.17
2022-01-09,Serviços,RH,Fixa,-1840.61
2022-01-10,Serviços,Administrativo,Variável,-2387.4
2022-01-10,Pessoal,Comercial,Variável,-2864.76
2022-01-11,Infraestrutura,Comercial,Fixa,-2507.45
2022-01-12,Marketing,Comercial,Fixa,-2825.39
2022-01-12,Marketing,Comercial,Variável,-737.67
2022-01-13,Marketing,Administrativo,Variável,-1458.27
2022-01-13,Serviços,Comercial,Variável,-2800.99
2022-01-13,Serviços,Comercial,Variável,-1673.12
2022-01-14,Marketing,Administrativo,Fixa,-2089.55
2022-01-15,Aluguel,Operacional,Fixa,-2689.19
2022-01-15,Pessoal,Administrativo,Fixa,-2779.32
2022-01-16,Pessoal,Operacional,Variável,-1490.81
2022-01-16,Marketing,RH,Fixa,-2161.59
2022-01-16,Marketing,RH,Fixa,-150.0
2022-01-17,Marketing,Administrativo,Fixa,-1244.09
2022-01-18,Infraestrutura,Administrativo,Fixa,-2839.99
2022-01-18,Pessoal,Operacional,Variável,-1821.6
2022-01-19,Infraestrutura,Operacional,Variável,-2393.69
2022-01-19,Serviços,Administrativo,Variável,-1376.83
2022-01-19,Serviços,Comercial,Fixa,-2035.71
2022-01-20,Aluguel,Comercial,Variável,-2107.15
2022-01-20,Pessoal,Operacional,Fixa,-1789.57
2022-01-21,Serviços,Comercial,Variável,-2893.14
2022-01-21,Marketing,Administrativo,Variável,-1109.03
2022-01-21,Infraestrutura,Administrativo,Fixa,-1085.3
2022-01-22,Infraestrutura,Comercial,Variável,-3050.48
2022-01-23,Pessoal,Administrativo,Variável,-2202.17
2022-01-23,Pessoal,Administrativo,Variável,-1434.99
2022-01-24,Serviços,Operacional,Fixa,-952.08
2022-01-24,Aluguel,Comercial,Variável,-1459.4
2022-01-25,Marketing,RH,Variável,-2438.36
2022-01-26,Marketing,Operacional,Fixa,-1219.83
2022-01-26,Infraestrutura,Administrativo,Fixa,-3978.77
2022-01-27,Infraestrutura,Administrativo,Variável,-1786.95
2022-01-28,Marketing,Comercial,Fixa,-1920.58
2022-01-29,Infraestrutura,Administrativo,Variável,-1516.03
2022-01-29,Aluguel,Comercial,Fixa,-1905.57
2022-01-30,Marketing,Operacional,Variável,-1273.56
2022-01-30,Aluguel,Operacional,Fixa,-2081.24
2022-01-31,Marketing,Operacional,Variável,-2250.07
2022-02-01,Infraestrutura,RH,Variável,-3856.16
2022-02-01,Marketing,Administrativo,Variável,-1434.81
2022-02-02,Serviços,Administrativo,Fixa,-3011.61
2022-02-03,Marketing,RH,Variável,-1563.9
2022-02-03,Pessoal,Operacional,Fixa,-2779.83
2022-02-04,Serviços,Comercial,Fixa,-2168.67
2022-02-05,Serviços,Comercial,Variável,-2130.94
2022-02-05,Marketing,RH,Fixa,-772.08
2022-02-06,Marketing,Operacional,Variável,-2417.59
2022-02-06,Aluguel,RH,Fixa,-2358.59
2022-02-06,Serviços,RH,Fixa,-1489.41
2022-02-07,Serviços,Administrativo,Fixa,-3129.7
2022-02-08,Pessoal,Operacional,Variável,-2664.46
2022-02-08,Serviços,Comercial,Fixa,-912.76
2022-02-09,Marketing,RH,Fixa,-1158.06
2022-02-09,Marketing,Operacional,Variável,-1845.2
2022-02-09,Pessoal,Operacional,Variável,-1212.67
2022-02-10,Aluguel,Operacional,Variável,-2406.49
2022-02-11,Infraestrutura,RH,Fixa,-3446.61
2022-02-11,Serviços,Comercial,Variável,-3739.16
2022-02-12,Aluguel,Operacional,Fixa,-2113.55
2022-02-13,Infraestrutura,Operacional,Variável,-1241.7
2022-02-13,Marketing,Operacional,Fixa,-1057.86
2022-02-14,Pessoal,RH,Variável,-2277.44
2022-02-14,Infraestrutura,RH,Fixa,-3797.65
2022-02-15,Marketing,Administrativo,Fixa,-3586.05
2022-02-15,Pessoal,Administrativo,Variável,-1444.84
2022-02-16,Pessoal,Operacional,Variável,-1544.59
2022-02-16,Infraestrutura,Comercial,Variável,-1921.92
2022-02-17,Aluguel,Comercial,Fixa,-3217.38
2022-02-18,Pessoal,RH,Variável,-1571.57
2022-02-19,Serviços,Administrativo,Variável,-384.88
2022-02-19,Aluguel,Operacional,Fixa,-3009.29
2022-02-20,Aluguel,Administrativo,Fixa,-3111.22
2022-02-20,Aluguel,Administrativo,Fixa,-2117.57
2022-02-21,Pessoal,Operacional,Variável,-1352.19
2022-02-21,Marketing,Administrativo,Variável,-1483.61
2022-02-22,Marketing,Comercial,Fixa,-295.62
2022-02-23,Infraestrutura,Administrativo,Fixa,-3144.82
2022-02-23,Aluguel,RH,Fixa,-2338.37
2022-02-24,Serviços,RH,Fixa,-2413.22
2022-02-25,Marketing,RH,Variável,-1483.85
2022-02-25,Serviços,Operacional,Variável,-3024.1
2022-02-26,Serviços,RH,Variável,-2337.36
2022-02-27,Aluguel,Comercial,Variável,-2623.85
2022-02-28,Marketing,Comercial,Fixa,-1761.2
2022-03-01,Aluguel,RH,Fixa,-3507.22
2022-03-01,Pessoal,Administrativo,Fixa,-1072.95
2022-03-02,Infraestrutura,Operacional,Variável,-3565.15
2022-03-03,Infraestrutura,Comercial,Fixa,-2750.75
2022-03-03,Aluguel,Administrativo,Variável,-3219.96
2022-03-03,Pessoal,Administrativo,Variável,-2136.16
2022-03-04,Marketing,RH,Fixa,-150.0
2022-03-04,Infraestrutura,Comercial,Fixa,-1935.58
2022-03-05,Pessoal,Operacional,Variável,-1925.86
2022-03-06,Serviços,Comercial,Variável,-1630.28
2022-03-06,Pessoal,Operacional,Variável,-2978.67
2022-03-07,Pessoal,Comercial,Variável,-3294.21
2022-03-08,Aluguel,RH,Fixa,-2433.23
2022-03-08,Serviços,RH,Fixa,-2152.64
2022-03-08,Infraestrutura,Operacional,Fixa,-2812.17
2022-03-09,Pessoal,RH,Fixa,-2777.01
2022-03-10,Aluguel,RH,Fixa,-2686.03
2022-03-10,Infraestrutura,RH,Variável,-3993.19
2022-03-10,Serviços,RH,Variável,-1203.97
2022-03-11,Aluguel,Operacional,Fixa,-3204.08
2022-03-11,Serviços,Administrativo,Fixa,-3952.35
2022-03-12,Aluguel,RH,Variável,-3296.65
2022-03-13,Marketing,Comercial,Fixa,-1388.45
2022-03-14,Infraestrutura,Comercial,Fixa,-4539.45
2022-03-15,Infraestrutura,RH,Variável,-943.68
2022-03-15,Serviços,RH,Variável,-3099.5
2022-03-15,Serviços,RH,Variável,-2790.42
2022-03-16,Pessoal,RH,Variável,-2552.03
2022-03-16,Pessoal,RH,Variável,-2247.01
2022-03-17,Marketing,Operacional,Fixa,-2703.19
2022-03-18,Marketing,Comercial,Fixa,-1816.16
2022-03-19,Infraestrutura,Comercial,Fixa,-3418.95
2022-03-19,Pessoal,RH,Fixa,-2532.8
2022-03-20,Aluguel,Administrativo,Variável,-2491.25
2022-03-20,Infraestrutura,Comercial,Fixa,-3327.83
2022-03-21,Infraestrutura,Administrativo,Fixa,-336.34
2022-03-22,Marketing,RH,Fixa,-674.86
2022-03-22,Marketing,Administrativo,Variável,-2357.67
2022-03-23,Pessoal,Comercial,Fixa,-2388.85
2022-03-23,Marketing,Comercial,Fixa,-1635.33
2022-03-24,Infraestrutura,Operacional,Variável,-759.66
2022-03-25,Serviços,Operacional,Fixa,-2216.05
2022-03-26,Pessoal,Administrativo,Fixa,-2781.36
2022-03-26,Aluguel,Comercial,Fixa,-2727.66
2022-03-27,Pessoal,RH,Variável,-2603.73
2022-03-27,Marketing,RH,Variável,-2931.95
2022-03-27,Aluguel,Comercial,Variável,-3187.98
2022-03-28,Infraestrutura,Administrativo,Variável,-3913.91
2022-03-28,Pessoal,Comercial,Fixa,-2507.57
2022-03-29,Infraestrutura,Operacional,Fixa,-3748.02
2022-03-29,Aluguel,Operacional,Fixa,-3114.67
2022-03-30,Marketing,Comercial,Fixa,-2038.43
2022-03-30,Pessoal,Comercial,Fixa,-2850.64
2022-03-31,Serviços,Administrativo,Variável,-2925.62
2022-04-01,Infraestrutura,Operacional,Variável,-1658.47
2022-04-01,Infraestrutura,Comercial,Fixa,-3212.67
2022-04-02,Aluguel,RH,Variável,-2433.41
2022-04-03,Serviços,Comercial,Fixa,-2609.09
2022-04-03,Aluguel,Operacional,Fixa,-2722.95
2022-04-04,Infraestrutura,RH,Fixa,-2484.37
2022-04-04,Marketing,RH,Fixa,-1664.88
2022-04-05,Aluguel,Comercial,Fixa,-2272.44
2022-04-06,Aluguel,Operacional,Fixa,-2472.0
2022-04-07,Pessoal,Administrativo,Variável,-3326.65
2022-04-07,Infraestrutura,Operacional,Fixa,-3059.36
2022-04-08,Infraestrutura,RH,Variável,-1913.16
2022-04-08,Pessoal,RH,Fixa,-2198.58
2022-04-08,Aluguel,RH,Fixa,-2230.25
2022-04-09,Marketing,Operacional,Fixa,-1464.31
2022-04-09,Pessoal,Comercial,Variável,-2167.11
2022-04-09,Infraestrutura,RH,Fixa,-2700.57
2022-04-10,Marketing,RH,Fixa,-2482.94
2022-04-11,Aluguel,Comercial,Fixa,-2614.16
2022-04-12,Marketing,Operacional,Variável,-1165.48
2022-04-12,Infraestrutura,RH,Fixa,-3007.36
2022-04-13,Infraestrutura,Administrativo,Variável,-3604.08
2022-04-13,Pessoal,Comercial,Variável,-3406.68
2022-04-13,Pessoal,Operacional,Fixa,-3175.55
2022-04-14,Aluguel,Administrativo,Fixa,-2790.38
2022-04-14,Aluguel,Operacional,Fixa,-2459.19
2022-04-15,Pessoal,Administrativo,Fixa,-1681.88
2022-04-15,Marketing,RH,Variável,-1831.77
2022-04-15,Serviços,Operacional,Fixa,-3175.3
2022-04-16,Aluguel,Operacional,Fixa,-1927.95
2022-04-16,Pessoal,Administrativo,Variável,-2922.18
2022-04-16,Pessoal,RH,Fixa,-1131.88
2022-04-17,Pessoal,Administrativo,Fixa,-1572.9
2022-04-18,Marketing,Comercial,Variável,-1691.02
2022-04-18,Infraestrutura,Operacional,Variável,-2557.75
2022-04-19,Infraestrutura,RH,Variável,-1096.32
2022-04-19,Serviços,Operacional,Variável,-2301.99
2022-04-19,Pessoal,Comercial,Fixa,-2009.25
2022-04-20,Serviços,Comercial,Fixa,-1617.94
2022-04-20,Infraestrutura,RH,Fixa,-2535.04
2022-04-21,Infraestrutura,RH,Fixa,-2508.83
2022-04-21,Infraestrutura,Administrativo,Variável,-1630.62
2022-04-22,Aluguel,Comercial,Variável,-2243.06
2022-04-22,Aluguel,Administrativo,Variável,-2063.68
2022-04-23,Pessoal,Administrativo,Fixa,-3173.45
2022-04-24,Infraestrutura,Comercial,Fixa,-2512.97
2022-04-25,Pessoal,RH,Fixa,-2081.68
2022-04-25,Serviços,Operacional,Fixa,-1949.14
